playerID,yearID,G,G_batting,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,G_old,GS,InnOuts,PO,A,E,DP,PB,WP,awardID,lgID,tie,notes,Award_Category
donaljo02,2015,158,,620,122,184,41,2,41,123,6,0,73,133,0,6,2,10,16,,150,3951,137,287,18,32,,,Hank Aaron Award,AL,,,Not All-Star
donaljo02,2015,158,,620,122,184,41,2,41,123,6,0,73,133,0,6,2,10,16,,150,3951,137,287,18,32,,,MLB Players Choice Outstanding Player,AL,,,Not All-Star
donaljo02,2015,158,,620,122,184,41,2,41,123,6,0,73,133,0,6,2,10,16,,150,3951,137,287,18,32,,,MLB Players Choice Player of the Year,ML,,,Not All-Star
donaljo02,2015,158,,620,122,184,41,2,41,123,6,0,73,133,0,6,2,10,16,,150,3951,137,287,18,32,,,Most Valuable Player,AL,,,Not All-Star
donaljo02,2015,158,,620,122,184,41,2,41,123,6,0,73,133,0,6,2,10,16,,150,3951,137,287,18,32,,,Player of the Week,AL,,Week of 2015-05-31,Not All-Star
donaljo02,2015,158,,620,122,184,41,2,41,123,6,0,73,133,0,6,2,10,16,,150,3951,137,287,18,32,,,Player of the Week,AL,Y,Week of 2015-08-09,Not All-Star
donaljo02,2015,158,,620,122,184,41,2,41,123,6,0,73,133,0,6,2,10,16,,150,3951,137,287,18,32,,,Silver Slugger,AL,,3B,Not All-Star
donaljo02,2015,158,,620,122,184,41,2,41,123,6,0,73,133,0,6,2,10,16,,150,3951,137,287,18,32,,,This Year in Baseball Best Play - Defense,ML,,Esurance,Not All-Star
donaljo02,2015,158,,620,122,184,41,2,41,123,6,0,73,133,0,6,2,10,16,,150,3951,137,287,18,32,,,This Year in Baseball Best Play - Defense,ML,,Esurance,Not All-Star
donaljo02,2015,158,,620,122,184,41,2,41,123,6,0,73,133,0,6,2,10,16,,150,3951,137,287,18,32,,,TSN Major League Player of the Year,ML,,,Not All-Star
donaljo02,2016,155,,577,122,164,32,5,37,99,7,1,109,119,6,9,2,3,16,,135,3564,110,237,14,27,,,Player of the Week,AL,,Week of 2016-06-18,Not All-Star
donaljo02,2016,155,,577,122,164,32,5,37,99,7,1,109,119,6,9,2,3,16,,135,3564,110,237,14,27,,,Silver Slugger,AL,,3B,Not All-Star
donaljo02,2016,155,,577,122,164,32,5,37,99,7,1,109,119,6,9,2,3,16,,135,3564,110,237,14,27,,,TSN All-Star,AL,,3B,All-Star
donaljo02,2019,155,,549,96,142,33,0,37,94,4,2,100,155,2,8,0,2,13,,148,3891,100,304,13,38,,,Comeback Player of the Year,NL,,,Not All-Star
donaljo02,2019,155,,549,96,142,33,0,37,94,4,2,100,155,2,8,0,2,13,,148,3891,100,304,13,38,,,MLB Players Choice Comeback Player,NL,,,Not All-Star
donaljo02,2019,155,,549,96,142,33,0,37,94,4,2,100,155,2,8,0,2,13,,148,3891,100,304,13,38,,,TSN Comeback Player of the Year,NL,,,Not All-Star
donovbr01,2022,126,,391,64,110,21,1,5,45,2,3,60,70,1,14,1,2,8,,6,174,60,6,2,9,,,Gold Glove,NL,,UT,Not All-Star
donovbr01,2022,126,,391,64,110,21,1,5,45,2,3,60,70,1,14,1,2,8,,32,793,58,75,0,25,,,Gold Glove,NL,,UT,Not All-Star
donovbr01,2022,126,,391,64,110,21,1,5,45,2,3,60,70,1,14,1,2,8,,21,567,15,80,4,10,,,Gold Glove,NL,,UT,Not All-Star
donovbr01,2022,126,,391,64,110,21,1,5,45,2,3,60,70,1,14,1,2,8,,6,168,14,15,1,4,,,Gold Glove,NL,,UT,Not All-Star
donovbr01,2022,126,,391,64,110,21,1,5,45,2,3,60,70,1,14,1,2,8,,32,861,61,4,0,1,,,Gold Glove,NL,,UT,Not All-Star
doolise01,2017,23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,64,1,1,0,0,,,Reliever of the Month,NL,,September,Not All-Star
doolise01,2017,30,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,64,1,1,0,0,,,Reliever of the Month,NL,,September,Not All-Star
doolise01,2017,23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,90,0,1,0,0,,,Reliever of the Month,NL,,September,Not All-Star
doolise01,2017,30,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,90,0,1,0,0,,,Reliever of the Month,NL,,September,Not All-Star
doolise01,2018,43,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,135,4,3,0,1,,,Bob Feller Act of Valor Award - MLB Player,ML,,,Not All-Star
dovalca01,2021,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,81,0,3,0,0,,,Reliever of the Month,NL,,September,Not All-Star
dovalca01,2022,68,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,203,9,8,1,0,,,Reliever of the Month,NL,,September,Not All-Star
dovalca01,2023,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,203,2,4,1,0,,,Reliever of the Month,NL,,May,Not All-Star
doylebr02,2023,126,126,399,48,81,16,5,10,48,22,5,22,151,0,4,3,3,9,,118,3071,373,10,1,3,,,Gold Glove,NL,,OF,Not All-Star
doylebr02,2024,149,149,542,82,141,24,4,23,72,30,5,46,153,1,3,4,8,13,0,142,3728,426,8,4,3,,,Gold Glove,NL,,CF,Not All-Star
doylebr02,2024,149,149,542,82,141,24,4,23,72,30,5,46,153,1,3,4,8,13,0,142,3728,426,8,4,3,,,Player of the Month,NL,,July,Not All-Star
doylebr02,2024,149,149,542,82,141,24,4,23,72,30,5,46,153,1,3,4,8,13,0,142,3728,426,8,4,3,,,Player of the Week,NL,,Week of 2024-07-06,Not All-Star
doziebr01,2017,152,,617,106,167,30,4,34,93,16,7,78,141,6,8,0,2,11,,151,3933,264,405,5,109,,,Gold Glove,AL,,2B,Not All-Star
drurybr01,2016,134,,461,59,130,31,1,16,53,1,1,31,100,2,3,0,4,14,,0,3,1,0,0,0,,,Player of the Week,NL,Y,Week of 2016-09-17,Not All-Star
drurybr01,2016,134,,461,59,130,31,1,16,53,1,1,31,100,2,3,0,4,14,,8,246,15,25,1,6,,,Player of the Week,NL,Y,Week of 2016-09-17,Not All-Star
drurybr01,2016,134,,461,59,130,31,1,16,53,1,1,31,100,2,3,0,4,14,,25,673,17,42,3,4,,,Player of the Week,NL,Y,Week of 2016-09-17,Not All-Star
drurybr01,2016,134,,461,59,130,31,1,16,53,1,1,31,100,2,3,0,4,14,,79,2112,140,0,2,0,,,Player of the Week,NL,Y,Week of 2016-09-17,Not All-Star
drurybr01,2022,92,,350,62,96,22,2,20,59,2,2,29,84,0,4,0,2,6,,5,158,46,5,0,8,,,Silver Slugger,NL,,UT,Not All-Star
drurybr01,2022,92,,350,62,96,22,2,20,59,2,2,29,84,0,4,0,2,6,,5,158,46,5,0,8,,,TSN Comeback Player of the Year,NL,,,Not All-Star
drurybr01,2022,46,,168,25,40,9,0,8,28,0,1,9,42,0,4,0,2,2,,5,158,46,5,0,8,,,Silver Slugger,NL,,UT,Not All-Star
drurybr01,2022,46,,168,25,40,9,0,8,28,0,1,9,42,0,4,0,2,2,,5,158,46,5,0,8,,,TSN Comeback Player of the Year,NL,,,Not All-Star
drurybr01,2022,92,,350,62,96,22,2,20,59,2,2,29,84,0,4,0,2,6,,16,397,13,30,0,5,,,Silver Slugger,NL,,UT,Not All-Star
drurybr01,2022,92,,350,62,96,22,2,20,59,2,2,29,84,0,4,0,2,6,,16,397,13,30,0,5,,,TSN Comeback Player of the Year,NL,,,Not All-Star
drurybr01,2022,46,,168,25,40,9,0,8,28,0,1,9,42,0,4,0,2,2,,16,397,13,30,0,5,,,Silver Slugger,NL,,UT,Not All-Star
drurybr01,2022,46,,168,25,40,9,0,8,28,0,1,9,42,0,4,0,2,2,,16,397,13,30,0,5,,,TSN Comeback Player of the Year,NL,,,Not All-Star
drurybr01,2022,92,,350,62,96,22,2,20,59,2,2,29,84,0,4,0,2,6,,54,1428,33,71,4,10,,,Silver Slugger,NL,,UT,Not All-Star
drurybr01,2022,92,,350,62,96,22,2,20,59,2,2,29,84,0,4,0,2,6,,54,1428,33,71,4,10,,,TSN Comeback Player of the Year,NL,,,Not All-Star
drurybr01,2022,46,,168,25,40,9,0,8,28,0,1,9,42,0,4,0,2,2,,54,1428,33,71,4,10,,,Silver Slugger,NL,,UT,Not All-Star
drurybr01,2022,46,,168,25,40,9,0,8,28,0,1,9,42,0,4,0,2,2,,54,1428,33,71,4,10,,,TSN Comeback Player of the Year,NL,,,Not All-Star
drurybr01,2022,92,,350,62,96,22,2,20,59,2,2,29,84,0,4,0,2,6,,0,12,2,1,0,0,,,Silver Slugger,NL,,UT,Not All-Star
drurybr01,2022,92,,350,62,96,22,2,20,59,2,2,29,84,0,4,0,2,6,,0,12,2,1,0,0,,,TSN Comeback Player of the Year,NL,,,Not All-Star
drurybr01,2022,46,,168,25,40,9,0,8,28,0,1,9,42,0,4,0,2,2,,0,12,2,1,0,0,,,Silver Slugger,NL,,UT,Not All-Star
drurybr01,2022,46,,168,25,40,9,0,8,28,0,1,9,42,0,4,0,2,2,,0,12,2,1,0,0,,,TSN Comeback Player of the Year,NL,,,Not All-Star
drurybr01,2022,92,,350,62,96,22,2,20,59,2,2,29,84,0,4,0,2,6,,0,3,0,0,0,0,,,Silver Slugger,NL,,UT,Not All-Star
drurybr01,2022,92,,350,62,96,22,2,20,59,2,2,29,84,0,4,0,2,6,,0,3,0,0,0,0,,,TSN Comeback Player of the Year,NL,,,Not All-Star
drurybr01,2022,46,,168,25,40,9,0,8,28,0,1,9,42,0,4,0,2,2,,0,3,0,0,0,0,,,Silver Slugger,NL,,UT,Not All-Star
drurybr01,2022,46,,168,25,40,9,0,8,28,0,1,9,42,0,4,0,2,2,,0,3,0,0,0,0,,,TSN Comeback Player of the Year,NL,,,Not All-Star
drurybr01,2022,92,,350,62,96,22,2,20,59,2,2,29,84,0,4,0,2,6,,19,507,139,11,0,8,,,Silver Slugger,NL,,UT,Not All-Star
drurybr01,2022,92,,350,62,96,22,2,20,59,2,2,29,84,0,4,0,2,6,,19,507,139,11,0,8,,,TSN Comeback Player of the Year,NL,,,Not All-Star
drurybr01,2022,46,,168,25,40,9,0,8,28,0,1,9,42,0,4,0,2,2,,19,507,139,11,0,8,,,Silver Slugger,NL,,UT,Not All-Star
drurybr01,2022,46,,168,25,40,9,0,8,28,0,1,9,42,0,4,0,2,2,,19,507,139,11,0,8,,,TSN Comeback Player of the Year,NL,,,Not All-Star
drurybr01,2022,92,,350,62,96,22,2,20,59,2,2,29,84,0,4,0,2,6,,7,174,15,17,0,4,,,Silver Slugger,NL,,UT,Not All-Star
drurybr01,2022,92,,350,62,96,22,2,20,59,2,2,29,84,0,4,0,2,6,,7,174,15,17,0,4,,,TSN Comeback Player of the Year,NL,,,Not All-Star
drurybr01,2022,46,,168,25,40,9,0,8,28,0,1,9,42,0,4,0,2,2,,7,174,15,17,0,4,,,Silver Slugger,NL,,UT,Not All-Star
drurybr01,2022,46,,168,25,40,9,0,8,28,0,1,9,42,0,4,0,2,2,,7,174,15,17,0,4,,,TSN Comeback Player of the Year,NL,,,Not All-Star
drurybr01,2022,92,,350,62,96,22,2,20,59,2,2,29,84,0,4,0,2,6,,4,111,6,6,1,1,,,Silver Slugger,NL,,UT,Not All-Star
drurybr01,2022,92,,350,62,96,22,2,20,59,2,2,29,84,0,4,0,2,6,,4,111,6,6,1,1,,,TSN Comeback Player of the Year,NL,,,Not All-Star
drurybr01,2022,46,,168,25,40,9,0,8,28,0,1,9,42,0,4,0,2,2,,4,111,6,6,1,1,,,Silver Slugger,NL,,UT,Not All-Star
drurybr01,2022,46,,168,25,40,9,0,8,28,0,1,9,42,0,4,0,2,2,,4,111,6,6,1,1,,,TSN Comeback Player of the Year,NL,,,Not All-Star
dubonma01,2023,132,132,467,76,130,26,3,10,46,7,2,19,70,0,3,0,3,10,,2,51,10,0,0,1,,,Gold Glove,AL,,UT,Not All-Star
dubonma01,2023,132,132,467,76,130,26,3,10,46,7,2,19,70,0,3,0,3,10,,65,1850,87,181,6,52,,,Gold Glove,AL,,UT,Not All-Star
dubonma01,2023,132,132,467,76,130,26,3,10,46,7,2,19,70,0,3,0,3,10,,0,6,0,0,0,0,,,Gold Glove,AL,,UT,Not All-Star
dubonma01,2023,132,132,467,76,130,26,3,10,46,7,2,19,70,0,3,0,3,10,,9,234,13,20,1,3,,,Gold Glove,AL,,UT,Not All-Star
dubonma01,2023,132,132,467,76,130,26,3,10,46,7,2,19,70,0,3,0,3,10,,30,827,89,1,0,0,,,Gold Glove,AL,,UT,Not All-Star
dudalu01,2015,135,,471,67,115,33,0,27,73,0,2,66,138,7,14,0,3,12,,127,3383,1039,77,3,87,,,Player of the Week,NL,Y,Week of 2015-08-02,Not All-Star
duranja01,2024,160,160,671,111,191,48,14,21,75,34,7,54,160,1,6,1,3,6,0,160,4264,356,12,6,2,,,All-MLB Team - Second Team,ML,,OF,Not All-Star
duranja01,2024,160,160,671,111,191,48,14,21,75,34,7,54,160,1,6,1,3,6,0,160,4264,356,12,6,2,,,All-Star Game MVP,AL,,,All-Star
duranja01,2024,160,160,671,111,191,48,14,21,75,34,7,54,160,1,6,1,3,6,0,160,4264,356,12,6,2,,,TSN All-Star,AL,,OF,All-Star
duvalad01,2021,55,,199,26,45,7,1,16,45,0,0,14,69,1,3,0,0,3,,52,1398,108,5,2,0,,,Gold Glove,NL,,CF,Not All-Star
duvalad01,2021,91,,314,41,72,10,1,22,68,5,0,21,105,0,1,0,3,4,,52,1398,108,5,2,0,,,Gold Glove,NL,,CF,Not All-Star
duvalad01,2021,55,,199,26,45,7,1,16,45,0,0,14,69,1,3,0,0,3,,81,2067,152,7,2,1,,,Gold Glove,NL,,CF,Not All-Star
duvalad01,2021,91,,314,41,72,10,1,22,68,5,0,21,105,0,1,0,3,4,,81,2067,152,7,2,1,,,Gold Glove,NL,,CF,Not All-Star
duvalad01,2023,92,92,320,45,79,24,2,21,58,4,0,22,110,1,6,0,5,0,,79,2077,152,4,0,3,,,Player of the Week,AL,,Week of 2023-08-26,Not All-Star
duvalad01,2023,92,92,320,45,79,24,2,21,58,4,0,22,110,1,6,0,5,0,,79,2077,152,4,0,3,,,Player of the Week,AL,,Week of 2023-04-01,Not All-Star
eatonad02,2015,153,,610,98,175,28,9,14,56,18,8,58,131,2,14,5,2,5,,144,3840,343,8,5,2,,,Player of the Week,AL,Y,Week of 2015-08-02,Not All-Star
eatonad02,2018,95,,319,55,96,18,1,5,33,9,1,38,64,0,11,2,0,2,,73,1794,147,2,3,0,,,Player of the Week,NL,,Week of 2018-03-31,Not All-Star
edmanto01,2021,159,,641,91,168,41,3,11,56,30,5,38,95,1,6,2,4,4,,115,3097,195,308,5,64,,,Gold Glove,NL,,2B,Not All-Star
edmanto01,2021,159,,641,91,168,41,3,11,56,30,5,38,95,1,6,2,4,4,,115,3097,195,308,5,64,,,Player of the Week,NL,,Week of 2021-08-28,Not All-Star
edmanto01,2021,159,,641,91,168,41,3,11,56,30,5,38,95,1,6,2,4,4,,3,78,9,9,0,3,,,Gold Glove,NL,,2B,Not All-Star
edmanto01,2021,159,,641,91,168,41,3,11,56,30,5,38,95,1,6,2,4,4,,3,78,9,9,0,3,,,Player of the Week,NL,,Week of 2021-08-28,Not All-Star
edmanto01,2021,159,,641,91,168,41,3,11,56,30,5,38,95,1,6,2,4,4,,35,853,63,1,2,0,,,Gold Glove,NL,,2B,Not All-Star
edmanto01,2021,159,,641,91,168,41,3,11,56,30,5,38,95,1,6,2,4,4,,35,853,63,1,2,0,,,Player of the Week,NL,,Week of 2021-08-28,Not All-Star
edmanto01,2024,37,37,139,20,33,5,1,6,20,6,0,11,30,0,1,0,2,2,0,0,6,0,0,0,0,,,NLCS MVP,NL,,,Not All-Star
edmanto01,2024,37,37,139,20,33,5,1,6,20,6,0,11,30,0,1,0,2,2,0,13,381,27,35,3,6,,,NLCS MVP,NL,,,Not All-Star
edmanto01,2024,37,37,139,20,33,5,1,6,20,6,0,11,30,0,1,0,2,2,0,22,564,55,1,1,0,,,NLCS MVP,NL,,,Not All-Star
ellsbja01,2014,149,,575,71,156,27,5,16,70,39,5,49,93,5,3,0,7,9,,138,3711,380,3,1,1,,,Player of the Week,AL,,Week of 2014-09-01,Not All-Star
encared01,2013,142,,530,90,144,29,1,36,104,7,1,82,62,7,4,0,5,20,,78,2096,689,44,6,66,,,Player of the Week,AL,,Week of 2013-07-28,Not All-Star
encared01,2013,142,,530,90,144,29,1,36,104,7,1,82,62,7,4,0,5,20,,9,263,12,26,2,2,,,Player of the Week,AL,,Week of 2013-07-28,Not All-Star
encared01,2014,128,,477,75,128,27,2,34,98,2,0,62,82,6,2,0,1,18,,79,2083,625,33,8,51,,,Player of the Month,AL,,May,Not All-Star
encared01,2014,128,,477,75,128,27,2,34,98,2,0,62,82,6,2,0,1,18,,79,2083,625,33,8,51,,,Player of the Week,AL,,Week of 2014-05-11,Not All-Star
encared01,2014,128,,477,75,128,27,2,34,98,2,0,62,82,6,2,0,1,18,,2,45,2,0,0,0,,,Player of the Month,AL,,May,Not All-Star
encared01,2014,128,,477,75,128,27,2,34,98,2,0,62,82,6,2,0,1,18,,2,45,2,0,0,0,,,Player of the Week,AL,,Week of 2014-05-11,Not All-Star
encared01,2015,146,,528,94,146,31,0,39,111,3,2,77,98,5,9,0,10,14,,59,1444,466,32,3,33,,,Player of the Month,AL,,August,Not All-Star
encared01,2015,146,,528,94,146,31,0,39,111,3,2,77,98,5,9,0,10,14,,59,1444,466,32,3,33,,,Player of the Week,AL,,Week of 2015-08-30,Not All-Star
encared01,2018,137,,500,74,123,16,1,32,107,3,0,63,132,2,8,0,7,14,,22,570,147,14,1,16,,,Player of the Week,AL,,Week of 2018-06-02,Not All-Star
eovalna01,2023,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,432,22,12,0,1,,,All-MLB Team - Second Team,ML,,SP,Not All-Star
eovalna01,2023,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,432,22,12,0,1,,,All-MLB Team - Second Team,ML,,SP,Not All-Star
eovalna01,2023,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,432,22,12,0,1,,,Pitcher of the Month,AL,,May,Not All-Star
escobal02,2015,148,,612,76,157,20,5,3,47,17,5,26,75,1,8,11,5,10,,148,3920,217,417,13,80,,,ALCS MVP,AL,,,Not All-Star
escobal02,2015,148,,612,76,157,20,5,3,47,17,5,26,75,1,8,11,5,10,,148,3920,217,417,13,80,,,Gold Glove,AL,,SS,Not All-Star
escobed01,2018,54,,198,30,53,11,0,8,21,1,1,18,35,2,2,0,5,5,,51,1373,23,94,2,6,,,Player of the Week,AL,,Week of 2018-06-09,Not All-Star
escobed01,2018,97,,368,45,101,37,3,15,63,1,3,34,91,6,3,0,3,7,,51,1373,23,94,2,6,,,Player of the Week,AL,,Week of 2018-06-09,Not All-Star
escobed01,2018,54,,198,30,53,11,0,8,21,1,1,18,35,2,2,0,5,5,,1,27,4,3,0,0,,,Player of the Week,AL,,Week of 2018-06-09,Not All-Star
escobed01,2018,97,,368,45,101,37,3,15,63,1,3,34,91,6,3,0,3,7,,1,27,4,3,0,0,,,Player of the Week,AL,,Week of 2018-06-09,Not All-Star
escobed01,2018,54,,198,30,53,11,0,8,21,1,1,18,35,2,2,0,5,5,,73,1934,47,130,3,13,,,Player of the Week,AL,,Week of 2018-06-09,Not All-Star
escobed01,2018,97,,368,45,101,37,3,15,63,1,3,34,91,6,3,0,3,7,,73,1934,47,130,3,13,,,Player of the Week,AL,,Week of 2018-06-09,Not All-Star
escobed01,2018,54,,198,30,53,11,0,8,21,1,1,18,35,2,2,0,5,5,,20,557,26,43,1,10,,,Player of the Week,AL,,Week of 2018-06-09,Not All-Star
escobed01,2018,97,,368,45,101,37,3,15,63,1,3,34,91,6,3,0,3,7,,20,557,26,43,1,10,,,Player of the Week,AL,,Week of 2018-06-09,Not All-Star
escobed01,2019,158,,636,94,171,29,10,35,118,5,1,50,130,3,3,0,10,8,,31,711,39,64,0,12,,,Player of the Week,NL,,Week of 2019-04-27,Not All-Star
escobed01,2019,158,,636,94,171,29,10,35,118,5,1,50,130,3,3,0,10,8,,122,3411,86,219,7,28,,,Player of the Week,NL,,Week of 2019-04-27,Not All-Star
escobed01,2022,136,,495,58,119,26,4,20,69,0,2,40,129,3,1,0,6,4,,0,6,2,0,0,0,,,Player of the Month,NL,Y,September,Not All-Star
escobed01,2022,136,,495,58,119,26,4,20,69,0,2,40,129,3,1,0,6,4,,125,3326,91,184,12,19,,,Player of the Month,NL,Y,September,Not All-Star
espinda01,2016,157,,516,66,108,15,0,24,72,9,2,54,174,12,20,7,4,4,,152,4074,181,404,18,96,,,Player of the Week,NL,,Week of 2016-07-02,Not All-Star
estevca01,2024,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,2,0,0,,,Reliever of the Month,AL,,June,Not All-Star
estevca01,2024,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,2,0,0,,,Reliever of the Month,AL,,June,Not All-Star
estevca01,2024,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,2,1,0,,,Reliever of the Month,AL,,June,Not All-Star
estevca01,2024,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,2,1,0,,,Reliever of the Month,AL,,June,Not All-Star
fernajo02,2013,28,,50,5,11,1,1,1,5,0,0,0,20,0,0,7,1,2,,28,518,22,15,1,0,,,MLB Players Choice Outstanding Rookie,NL,,,Not All-Star
fernajo02,2013,28,,50,5,11,1,1,1,5,0,0,0,20,0,0,7,1,2,,28,518,22,15,1,0,,,Player of the Week,NL,Y,Week of 2013-07-28,Not All-Star
fernajo02,2013,28,,50,5,11,1,1,1,5,0,0,0,20,0,0,7,1,2,,28,518,22,15,1,0,,,Player of the Week,NL,Y,Week of 2013-08-25,Not All-Star
fernajo02,2013,28,,50,5,11,1,1,1,5,0,0,0,20,0,0,7,1,2,,28,518,22,15,1,0,,,Rookie of the Month,NL,,July,Not All-Star
fernajo02,2013,28,,50,5,11,1,1,1,5,0,0,0,20,0,0,7,1,2,,28,518,22,15,1,0,,,Rookie of the Month,NL,,August,Not All-Star
fernajo02,2013,28,,50,5,11,1,1,1,5,0,0,0,20,0,0,7,1,2,,28,518,22,15,1,0,,,Rookie of the Year,NL,,,Not All-Star
fernajo02,2013,28,,50,5,11,1,1,1,5,0,0,0,20,0,0,7,1,2,,28,518,22,15,1,0,,,This Year in Baseball Rookie of the Year,ML,,MLB.com GIBBY,Not All-Star
fernajo02,2013,28,,50,5,11,1,1,1,5,0,0,0,20,0,0,7,1,2,,28,518,22,15,1,0,,,TSN Rookie of the Year,NL,,,Not All-Star
fernajo02,2014,8,,16,1,2,0,0,0,1,0,0,0,6,0,0,2,0,0,,8,155,4,3,0,0,,,Pitcher of the Month,NL,,April,Not All-Star
fernajo02,2014,8,,16,1,2,0,0,0,1,0,0,0,6,0,0,2,0,0,,8,155,4,3,0,0,,,Player of the Week,NL,Y,Week of 2014-04-06,Not All-Star
fernajo02,2016,30,,52,3,13,2,0,0,6,0,0,1,13,0,0,8,0,1,,29,547,7,15,2,0,,,MLB Players Choice Comeback Player,NL,,,Not All-Star
fernajo02,2016,30,,52,3,13,2,0,0,6,0,0,1,13,0,0,8,0,1,,29,547,7,15,2,0,,,Player of the Week,NL,,Week of 2016-05-14,Not All-Star
fernajo02,2016,30,,52,3,13,2,0,0,6,0,0,1,13,0,0,8,0,1,,29,547,7,15,2,0,,,TSN Comeback Player of the Year,NL,,,Not All-Star
fieldpr01,2013,162,,624,82,174,36,0,25,106,1,1,75,117,5,9,0,4,20,,151,3971,1152,96,6,119,,,Player of the Week,AL,,Week of 2013-04-14,Not All-Star
fieldpr01,2015,158,,613,78,187,28,0,23,98,0,0,64,88,14,11,0,5,21,,18,445,134,9,4,15,,,Comeback Player of the Year,AL,,,Not All-Star
fieldpr01,2015,158,,613,78,187,28,0,23,98,0,0,64,88,14,11,0,5,21,,18,445,134,9,4,15,,,MLB Players Choice Comeback Player,AL,,,Not All-Star
fieldpr01,2015,158,,613,78,187,28,0,23,98,0,0,64,88,14,11,0,5,21,,18,445,134,9,4,15,,,Player of the Week,AL,Y,Week of 2015-09-20,Not All-Star
fieldpr01,2015,158,,613,78,187,28,0,23,98,0,0,64,88,14,11,0,5,21,,18,445,134,9,4,15,,,This Year in Baseball Best Bounceback Player,ML,,Esurance,Not All-Star
fieldpr01,2015,158,,613,78,187,28,0,23,98,0,0,64,88,14,11,0,5,21,,18,445,134,9,4,15,,,TSN Comeback Player of the Year,AL,,,Not All-Star
fiersmi01,2015,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,187,5,10,0,0,,,Player of the Week,AL,,Week of 2015-08-23,Not All-Star
fiersmi01,2015,21,,30,0,3,0,0,0,0,0,0,0,12,0,0,4,0,0,,9,187,5,10,0,0,,,Player of the Week,AL,,Week of 2015-08-23,Not All-Star
fiersmi01,2015,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21,354,5,11,4,0,,,Player of the Week,AL,,Week of 2015-08-23,Not All-Star
fiersmi01,2015,21,,30,0,3,0,0,0,0,0,0,0,12,0,0,4,0,0,,21,354,5,11,4,0,,,Player of the Week,AL,,Week of 2015-08-23,Not All-Star
fiersmi01,2019,33,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,33,554,8,16,2,1,,,Player of the Week,AL,Y,Week of 2019-05-11,Not All-Star
fitzgty01,2024,96,96,314,53,88,19,2,15,34,17,4,22,108,0,4,0,1,2,0,0,9,0,0,0,0,,,Rookie of the Month,NL,,July,Not All-Star
fitzgty01,2024,96,96,314,53,88,19,2,15,34,17,4,22,108,0,4,0,1,2,0,1,24,7,1,0,1,,,Rookie of the Month,NL,,July,Not All-Star
fitzgty01,2024,96,96,314,53,88,19,2,15,34,17,4,22,108,0,4,0,1,2,0,4,114,6,13,1,2,,,Rookie of the Month,NL,,July,Not All-Star
fitzgty01,2024,96,96,314,53,88,19,2,15,34,17,4,22,108,0,4,0,1,2,0,67,1782,87,166,11,30,,,Rookie of the Month,NL,,July,Not All-Star
fitzgty01,2024,96,96,314,53,88,19,2,15,34,17,4,22,108,0,4,0,1,2,0,9,256,20,0,2,0,,,Rookie of the Month,NL,,July,Not All-Star
flaheja01,2019,38,,54,4,10,3,0,0,4,1,1,2,17,0,0,9,1,0,,33,589,18,23,0,4,,,All-MLB Team - Second Team,ML,,SP,Not All-Star
flaheja01,2019,38,,54,4,10,3,0,0,4,1,1,2,17,0,0,9,1,0,,33,589,18,23,0,4,,,All-MLB Team - Second Team,ML,,SP,Not All-Star
flaheja01,2019,38,,54,4,10,3,0,0,4,1,1,2,17,0,0,9,1,0,,33,589,18,23,0,4,,,Pitcher of the Month,NL,,September,Not All-Star
flaheja01,2019,38,,54,4,10,3,0,0,4,1,1,2,17,0,0,9,1,0,,33,589,18,23,0,4,,,Pitcher of the Month,NL,,August,Not All-Star
fletcda02,2021,157,,626,74,164,27,3,2,47,15,3,31,60,1,1,6,1,10,,140,3635,261,354,6,86,,,Player of the Week,AL,Y,Week of 2021-07-10,Not All-Star
fletcda02,2021,157,,626,74,164,27,3,2,47,15,3,31,60,1,1,6,1,10,,16,435,15,51,2,7,,,Player of the Week,AL,Y,Week of 2021-07-10,Not All-Star
